image,cx,cy,angle,major,minor,contour_area,aspect_ratio,solidity,mean_red,mean_green,mean_blue,roughness
r348.JPG,627.046875,507.2069091796875,91.8106918334961,85.48747253417969,25.568824768066406,6853.5,0.29909440541529,0.9980431090068141,127.30879432624114,191.04468085106382,232.50893617021276,20.440669907030365
r002.JPG,666.1371459960938,614.658935546875,158.7902374267578,80.22264099121094,29.939533233642578,6966.5,0.37320552980701177,0.9232573809400167,133.87666246675067,194.78720425591487,224.73946521069578,16.261984661572335
r162.JPG,649.3062744140625,545.6544799804688,132.51063537597656,60.49055480957031,24.963529586791992,4542.5,0.412684751617495,0.957528050486644,127.14340588988476,191.04289372599231,227.44963721724284,21.50966451102649
r348.JPG,570.8919677734375,558.0084228515625,103.90067291259766,84.84660339355469,24.973114013671875,6477.5,0.29433251320428155,0.9730841258180244,125.00839706102865,189.96536212325685,231.39166291797872,19.56078135661872
r406.JPG,697.7859497070312,554.9430541992188,175.77232360839844,71.98768615722656,24.91765022277832,5598.5,0.34613767371764503,0.9934740097820606,115.30766562608395,171.8210197710718,209.99080818591744,26.220612960405646
r189.JPG,650.628662109375,421.4188232421875,18.171689987182617,65.594482421875,23.81401252746582,4598.0,0.36304901949381224,0.9369560221349306,121.0764358108108,182.2660472972973,219.34058277027026,17.546080914524715
r412.JPG,534.6395263671875,475.448974609375,17.518579483032227,76.1641616821289,28.681922912597656,6370.0,0.37658030074960513,0.9281766294440089,125.70076452599389,183.11743119266055,216.93532110091743,22.00071791368971
r016.JPG,670.1992797851562,543.3712768554688,119.45338439941406,73.6814956665039,21.943294525146484,4692.0,0.2978128270422997,0.9237359915902097,139.2766308835673,211.56069364161849,235.58216350123865,16.794861492241942
r176.JPG,584.4981689453125,526.4598999023438,70.76266479492188,76.31851959228516,26.09634017944336,5997.5,0.3419398111868167,0.9585413259455507,123.78246069054953,190.89041984114118,230.2392608202302,25.674616567771572
r407.JPG,590.2313232421875,565.3698120117188,8.431439399719238,80.87894439697266,23.183744430541992,5704.0,0.28664746558450105,0.9683014654880793,102.39331183160753,166.55576302834834,213.40332710914956,23.108033516389767
r002.JPG,574.2081909179688,686.5211181640625,156.24412536621094,92.74942779541016,30.28061294555664,7775.0,0.32647762541835457,0.8812002750693437,139.18312705228593,192.99823187673655,220.6807274564284,24.5118234818417
r406.JPG,590.0514526367188,526.138427734375,115.05055236816406,78.19524383544922,26.478614807128906,6180.5,0.33862180752130383,0.9501630509877038,136.80908087655683,193.89878606337695,225.48604761154027,29.600658202054507
r162.JPG,743.3906860351562,602.6483764648438,165.97271728515625,74.3180923461914,27.57431411743164,6176.5,0.3710309730366047,0.9593858331163124,123.06960520057079,189.25495481211354,226.46392896781353,20.182760360323044
r360.JPG,603.0897216796875,441.16131591796875,174.9608612060547,71.15953826904297,23.99387550354004,5414.0,0.3371842494652367,1.009333891335554,132.1307857911733,208.92877646214566,243.23430211697166,16.95447055509148
r407.JPG,661.8298950195312,588.5093383789062,164.9383087158203,63.75751876831055,22.386428833007812,4244.5,0.35111825656764045,0.9465867890623352,95.74258142340169,157.3773220747889,205.48057901085645,17.124991620756326
r348.JPG,704.7864990234375,696.3693237304688,172.34449768066406,75.13365173339844,26.80928611755371,6066.0,0.3568212844582987,0.9585897617298199,126.29693486590038,189.0499680715198,227.33572796934865,19.546403596118985
r412.JPG,716.1287841796875,556.78125,4.937294006347656,83.42829132080078,24.387378692626953,6123.5,0.2923154520671163,0.9580129470140526,126.19601958616332,184.12399305007108,217.85626283367557,24.44480135632873
r016.JPG,573.8113403320312,610.49072265625,127.19392395019531,71.45976257324219,23.75554656982422,5334.0,0.3324324866805447,1.0001762613511733,122.57176771365961,190.7098246895544,221.41672753834916,23.49741820864938
r002.JPG,876.99609375,669.0703125,89.69422149658203,71.08262634277344,26.94814682006836,5960.5,0.37911017370291666,0.9904680005136349,126.21661237785017,181.55325732899024,216.38794788273614,18.271868243574534
r189.JPG,521.9586791992188,512.7649536132812,42.83927536010742,67.13314819335938,28.659181594848633,5877.0,0.4269006052316122,0.972310598883949,115.3342175066313,167.49668435013263,202.339025198939,22.96630997397515
r360.JPG,615.8423461914062,556.8153686523438,90.50711822509766,70.42646026611328,20.526395797729492,4508.0,0.2914585756570541,0.9926256081703274,131.03406899507178,197.06963788300837,230.9875723162631,22.62115466300986
r214.JPG,627.9207153320312,586.9620361328125,40.67715072631836,73.6823501586914,23.18659782409668,5414.5,0.3146832012572775,1.0088067665724607,130.93797195253507,206.4462423588637,237.13682128730673,13.741959978965832
r406.JPG,737.8695068359375,650.54296875,89.30306243896484,65.21517181396484,20.28806495666504,4022.5,0.3110942498861999,0.9677360298237335,107.30385813563383,166.73735921399472,209.25545171339564,21.20006549214694
r412.JPG,630.473388671875,562.5570678710938,44.25611877441406,78.4204330444336,26.075519561767578,6357.0,0.3325092523652987,0.9895554429463161,119.80498623432243,177.7935148363414,214.32792903028448,18.24230582373434
r176.JPG,694.5384521484375,588.8406982421875,15.036237716674805,78.51301574707031,27.00175666809082,6455.0,0.3439143995573547,0.9691984154201451,123.787728026534,190.59535655058042,228.87305894768582,23.008541093028345
r162.JPG,584.6262817382812,612.321044921875,152.31370544433594,69.3556137084961,25.622283935546875,5498.5,0.3694334541287194,0.9849062606850472,135.54231586402267,202.53682719546742,233.25212464589234,20.151268539818616
r228.JPG,615.8074340820312,535.27880859375,134.28909301757812,76.99337768554688,25.635976791381836,6034.0,0.33296339973657496,0.9730881658374274,118.16567284448026,178.31796937953263,217.67784045124898,25.369549408370627
r407.JPG,733.1856689453125,630.4820556640625,159.09542846679688,92.78653717041016,27.82144546508789,7686.5,0.2998435582738852,0.9477943201982875,120.64217948717949,181.02282051282052,219.0826923076923,31.449841502868587
r200.JPG,537.5233154296875,649.7823486328125,174.85791015625,76.66622924804688,23.919254302978516,5655.0,0.31199205357537363,0.9815919700892409,122.65958176208433,183.45834761741514,218.39389784024684,24.83574873316533
r360.JPG,467.9582214355469,618.3246459960938,22.924375534057617,72.54009246826172,21.810216903686523,4889.5,0.30066431074966016,0.9837312964007543,138.82079777733676,214.1879341139115,244.8495733280413,14.612687083003951
r412.JPG,527.3931274414062,650.6223754882812,161.0023193359375,81.76751708984375,32.79613494873047,7862.0,0.4010900185790775,0.9332106612154205,129.9900818249442,190.80870319861145,223.54463178775106,24.461588171529495
r189.JPG,655.2814331054688,605.4830322265625,28.28356170654297,68.21471405029297,28.112783432006836,5807.0,0.4121219860465881,0.9638735068976735,130.76923076923077,189.08112193483373,222.37655357742693,22.9433487133215
r016.JPG,475.257080078125,665.1488647460938,162.30206298828125,80.35281372070312,22.871578216552734,5592.0,0.28463941905073337,0.9685455888661308,136.74300518134714,206.37910189982728,233.3559585492228,23.964071788947567
r002.JPG,770.0490112304688,866.7959594726562,103.86070251464844,85.23135375976562,24.916339874267578,6515.0,0.2923377228583879,0.9765194874802967,129.1381520119225,186.29746646795826,221.29329359165425,21.442905787318953
r406.JPG,631.5411376953125,699.1134643554688,73.61814880371094,67.19662475585938,22.203554153442383,4553.0,0.33042662833308883,0.9713546425749042,127.82341691457714,189.6891202719932,226.55609859753505,22.698577722604316
r228.JPG,542.164306640625,566.5454711914062,164.3160858154297,68.26307678222656,21.387845993041992,4476.5,0.3133150013333515,0.975968518106327,113.24208688059376,171.91923160881905,211.66819471731063,24.288092639477668
r360.JPG,525.1404418945312,629.0304565429688,14.637992858886719,79.87191772460938,23.277389526367188,4766.0,0.2914339631436592,0.8159729825100474,127.20520581113801,196.06053268765135,234.86400322841,18.65843143529497
r407.JPG,620.5950927734375,695.2327270507812,93.95026397705078,71.1760025024414,22.396331787109375,4792.5,0.31466127626851703,0.9569775801946162,128.95243853284967,190.62273276904475,231.18178153970175,25.564166025713526
r162.JPG,693.3509521484375,707.2581787109375,13.926907539367676,69.34593963623047,24.700191497802734,5208.5,0.3561879992883949,0.9679244007459871,119.30281034803647,182.79099199702216,223.08133258887028,22.15646467518014
r176.JPG,752.8004150390625,604.0260009765625,19.411903381347656,66.87289428710938,19.838218688964844,3905.5,0.29665560165217675,0.9370741894586078,120.00246791707798,182.1614017769003,222.58193484698913,21.16700064440778
r214.JPG,496.5298767089844,632.1512451171875,162.908447265625,73.2239761352539,25.267332077026367,5462.0,0.34506910728740575,0.93969978431388,118.1621287128713,195.40205091937764,236.39321074964639,19.134626993273265
r016.JPG,739.5902099609375,708.522705078125,122.38953399658203,82.22733306884766,24.11031150817871,6127.0,0.29321529238935096,0.9837369436111062,150.4959440114522,212.6677270558295,235.57165579767775,19.37616613788493
r189.JPG,575.734375,646.4183349609375,13.906414985656738,66.59200286865234,26.075510025024414,5252.0,0.391571193262596,0.9627642506841521,126.65406601512078,185.00829799004242,219.64318642817628,23.67991415815915
r412.JPG,626.1813354492188,696.5125122070312,154.35939025878906,73.7514419555664,28.2274112701416,6409.0,0.38273707634283255,0.9799385258613791,121.78742195827623,174.89858382823206,210.0677630577128,29.584598325795184
r002.JPG,534.8338012695312,930.0657958984375,106.29811096191406,74.65697479248047,24.815263748168945,5465.5,0.3323904272460336,0.9390543802117661,138.62486678507992,195.83126110124334,228.17104795737123,19.767718243458145
